Game,Calss,Type_Weapon,Name,Damage,Use Time,Critic Chance,Fire Rate,DPS,Difficulty,Event,Name Boss,Life,Average Defense,Damage Reduction,Average Damage,No_Hits,Number_Hits_FLOAT,Number_Hits_INT,Columna1
Terraria,Melee,Sword,Tungsten Shortsword,10,11,0.04,5.454545455,54.54545455,Expert,Boss,Moon Lord,67500,50,25,210,29.54545455,2284.615384,2285,
Terraria,Melee,Sword,Cactus Sword,10,30,0.04,2,20,Normal,Boss,Golem Fist - First Form,10000,28,14,59,6,1666.666667,1667,
Terraria,Melee,Sword,Muramasa,24,18,0.04,3.333333333,80,Master,Boss,Empress of Light,124950,50,25,193.83,55,2271.818182,2272,
Terraria,Melee,Sword,Copper Broadsword,9,21,0.04,2.857142857,25.71428571,Expert,Boss,Queen Slime,28800,26,13,140,12.71428571,2265.16854,2266,
Terraria,Melee,Sword,Classy Cane,16,15,0.04,4,64,Normal,Boss,Duke Fishron - First Form,60000,75,37.5,120,26.5,2264.150943,2265,
Terraria,Melee,Sword,Tungsten Broadsword,14,19,0.04,3.157894737,44.21052632,Master,Boss,Lunatic Cultist,61000,34.5,17.25,139.13,26.96052632,2262.567106,2263,
Terraria,Melee,Sword,Copper Shortsword,5,13,0.04,4.615384615,23.07692308,Normal,Boss,Golem Head - Second Form,16000,32,16,80,7.07692308,2260.869564,2261,
Terraria,Melee,Sword,Copper Broadsword,9,21,0.04,2.857142857,25.71428571,Master,Boss,Golem - Second Form,28687,26,13,172,12.71428571,2256.2809,2257,
Terraria,Melee,Sword,Pearlwood Sword,11,21,0.04,2.857142857,31.42857143,Normal,Boss,Lunatic Cultist,32000,34.5,17.25,64.5,14.17857143,2256.926952,2257,
Terraria,Melee,Sword,Blue Phasesaber,42,20,0.04,3,126,Normal,Boss,Mechdusa,273000,10,5,,121,2256.198347,2257,
Terraria,Melee,Sword,Green Phasesaber,42,20,0.04,3,126,Normal,Boss,Mechdusa,273000,10,5,,121,2256.198347,2257,
Terraria,Melee,Spear,Orichalcum Halberd,36,25,0.04,2.4,86.4,Master,Boss,The Destroyer,153000,30,15,192.5,71.4,2142.857143,2143,
Terraria,Melee,Sword,Orange Phasesaber,42,20,0.04,3,126,Normal,Boss,Mechdusa,273000,10,5,,121,2256.198347,2257,
Terraria,Melee,Sword,Purple Phasesaber,42,20,0.04,3,126,Normal,Boss,Mechdusa,273000,10,5,,121,2256.198347,2257,
Terraria,Melee,Sword,Red Phasesaber,42,20,0.04,3,126,Normal,Boss,Mechdusa,273000,10,5,,121,2256.198347,2257,
Terraria,Melee,Sword,White Phasesaber,42,20,0.04,3,126,Normal,Boss,Mechdusa,273000,10,5,,121,2256.198347,2257,
Terraria,Melee,Flail,Chain Guillotines,59,14,0.04,4.285714286,252.8571429,Master,Boss,Mechdusa,530073,10,5,,247.8571429,2138.623054,2139,
Terraria,Melee,Spear,Palladium Pike,32,27,0.04,2.222222222,71.11111111,Expert,Boss,The Destroyer,120000,30,15,128.25,56.11111111,2138.613861,2139,
Terraria,Melee,Yoyo,Reds Throw,70,25,0.04,2.4,168,Expert,Boss,Mechdusa,348073,10,5,,163,2135.417178,2136,
Terraria,Melee,Yoyo,Valkyrie Yoyo,70,25,0.04,2.4,168,Expert,Boss,Mechdusa,348073,10,5,,163,2135.417178,2136,
Terraria,Melee,Sword,Yellow Phasesaber,42,20,0.04,3,126,Normal,Boss,Mechdusa,273000,10,5,,121,2256.198347,2257,
Terraria,Melee,Sword,True Excalibur,72,18,0.04,3.333333333,240,Master,Boss,Mechdusa,530073,10,5,,235,2255.629787,2256,
Terraria,Melee,Sword,Wooden Sword,7,20,0.04,3,21,Normal,Boss,Queen Slime,18000,26,13,70,8,2250,2250,
Terraria,Melee,Sword,Wooden Sword,7,20,0.04,3,21,Normal,Boss,Prime Vice,9000,34,17,50,4,2250,2250,
Terraria,Melee,Sword,Lead Shortsword,9,12,0.04,5,45,Normal,Boss,Moon Lord,45000,50,25,105,20,2250,2250,
Terraria,Melee,Sword,Silver Shortsword,9,12,0.04,5,45,Normal,Boss,Moon Lord,45000,50,25,105,20,2250,2250,
Terraria,Melee,Sword,Bat Bat,31,45,0.04,1.333333333,41.33333333,Master,Boss,Moon Lords Hand,47812,40,20,170,21.33333333,2241.1875,2242,
Terraria,Melee,Sword,Pearlwood Sword,11,21,0.04,2.857142857,31.42857143,Normal,Boss,Plantera,30000,36,18,52.5,13.42857143,2234.042553,2235,
Terraria,Melee,Sword,Copper Shortsword,5,13,0.04,4.615384615,23.07692308,Expert,Boss,Golem - Second Form,22500,26,13,115,10.07692308,2232.824427,2233,
Terraria,Melee,Sword,Silver Broadsword,14,20,0.04,3,42,Master,Boss,Skeletron Prime,53550,36,18,178.5,24,2231.25,2232,
Terraria,Melee,Sword,Silver Broadsword,14,20,0.04,3,42,Master,Boss,Plantera,53550,36,18,142.5,24,2231.25,2232,
Terraria,Melee,Sword,Pearlwood Sword,11,21,0.04,2.857142857,31.42857143,Master,Boss,Golem Head - First Form,47812,20,10,145,21.42857143,2231.226667,2232,
Terraria,Melee,Sword,Platinum Broadsword,16,17,0.04,3.529411765,56.47058824,Normal,Boss,Empress of Light,70000,50,25,96.67,31.47058824,2224.299065,2225,
Terraria,Melee,Spear,Palladium Pike,32,27,0.04,2.222222222,71.11111111,Expert,Boss,Empress of Light,98000,50,25,129.17,46.11111111,2125.301205,2126,
Terraria,Melee,Spear,The Rotted Fork,14,31,0.04,1.935483871,27.09677419,Master,Boss,Prime Saw,17212,38,19,142,8.09677419,2125.784861,2126,
Terraria,Melee,Spear,Trident,14,31,0.04,1.935483871,27.09677419,Master,Boss,Prime Saw,17212,38,19,142,8.09677419,2125.784861,2126,
Terraria,Melee,Sword,Bee Keeper,26,20,0.04,3,78,Master,Boss,Moon Lords Core,95625,70,35,0,43,2223.837209,2224,
Terraria,Melee,Yoyo,Amazon,18,25,0.04,2.4,43.2,Master,Boss,Skeletron Prime,53550,36,18,178.5,25.2,2125,2125,
Terraria,Melee,Yoyo,Amazon,18,25,0.04,2.4,43.2,Master,Boss,Plantera,53550,36,18,142.5,25.2,2125,2125,
Terraria,Melee,Sword,Platinum Shortsword,13,10,0.04,6,78,Master,Boss,Moon Lords Core,95625,70,35,0,43,2223.837209,2224,
Terraria,Melee,Sword,Ice Blade,17,20,0.06,3,51,Normal,Boss,The Destroyer,80000,30,15,52.25,36,2222.222222,2223,
Terraria,Melee,Sword,Lights Bane,17,20,0.04,3,51,Normal,Boss,The Destroyer,80000,30,15,52.25,36,2222.222222,2223,
Terraria,Melee,Spear,Storm Spear,12,28,0.04,2.142857143,25.71428571,Master,Boss,Spazmatism First Form,43987,10,5,129.5,20.71428571,2123.510345,2124,
Terraria,Melee,Sword,Frostbrand,49,23,0.04,2.608695652,127.826087,Normal,Boss,Mechdusa,273000,10,5,,122.826087,2222.654866,2223,
Terraria,Melee,Sword,Copper Shortsword,5,13,0.04,4.615384615,23.07692308,Expert,Boss,Prime Vice,13500,34,17,88,6.07692308,2221.518986,2222,
Terraria,Melee,Sword,Breathing Reed,10,27,0.04,2.222222222,22.22222222,Master,Boss,Retinazer First Form,38250,10,5,114,17.22222222,2220.967742,2221,
Terraria,Melee,Sword,Copper Shortsword,5,13,0.04,4.615384615,23.07692308,Normal,Boss,Prime Saw,9000,38,19,56,4.07692308,2207.547168,2208,
Terraria,Melee,Sword,Classy Cane,16,15,0.04,4,64,Master,Boss,Moon Lord,86062,50,25,315,39,2206.717949,2207,
Terraria,Melee,Spear,Swordfish,19,20,0.04,3,57,Expert,Boss,Moon Lord,67500,50,25,210,32,2109.375,2110,
Terraria,Melee,Flail,Ball O Hurt,30,45,0.04,1.333333333,40,Expert,Boss,Lunatic Cultist,48000,34.5,17.25,104,22.75,2109.89011,2110,
Terraria,Melee,Sword,Lead Broadsword,13,20,0.04,3,39,Expert,Boss,Lunatic Cultist,48000,34.5,17.25,104,21.75,2206.896552,2207,
Terraria,Melee,Sword,Lead Shortsword,9,12,0.04,5,45,Master,Boss,Lunatic Cultist,61000,34.5,17.25,139.13,27.75,2198.198198,2199,
Terraria,Melee,Sword,Silver Shortsword,9,12,0.04,5,45,Master,Boss,Lunatic Cultist,61000,34.5,17.25,139.13,27.75,2198.198198,2199,
Terraria,Melee,Flail,Blue Moon,54,45,0.04,1.333333333,72,Expert,Boss,The Destroyer,120000,30,15,128.25,57,2105.263158,2106,
Terraria,Melee,Sword,Pearlwood Sword,11,21,0.04,2.857142857,31.42857143,Normal,Boss,Moon Lords Hand,25000,40,20,70,11.42857143,2187.5,2188,
Terraria,Melee,Tool,Gravediggers Shovel,12,22,0.04,2.727272727,32.72727273,Master,Boss,Golem Head - First Form,47812,20,10,145,22.72727273,2103.728,2104,
Terraria,Melee,Boomerang,Light Disc,60,14,0.04,4.285714286,257.1428571,Master,Boss,Mechdusa,530073,10,5,,252.1428571,2102.272522,2103,
Terraria,Melee,Sword,Tin Broadsword,10,20,0.04,3,30,Master,Boss,Golem Head - Second Form,30600,32,16,192,14,2185.714286,2186,
Terraria,Melee,Sword,Stylish Scissors,14,12,0.04,5,70,Expert,Boss,The Destroyer,120000,30,15,128.25,55,2181.818182,2182,
Terraria,Melee,Sword,Stylish Scissors,14,12,0.04,5,70,Expert,Boss,Empress of Light,98000,50,25,129.17,45,2177.777778,2178,
Terraria,Melee,Spear,Spear,8,31,0.04,1.935483871,15.48387097,Master,Boss,Prime Laser,11475,20,10,111.5,5.48387097,2092.499999,2093,
Terraria,Melee,Boomerang,Trimarang,21,22,0.04,2.727272727,57.27272727,Expert,Boss,Moon Lord,67500,50,25,210,32.27272727,2091.549296,2092,
Terraria,Melee,Sword,Seedler,50,23,0.04,2.608695652,130.4347826,Normal,Boss,Mechdusa,273000,10,5,,125.4347826,2176.42981,2177,
Terraria,Melee,Spear,Mythril Halberd,35,26,0.04,2.307692308,80.76923077,Master,Boss,Moon Lords Core,95625,70,35,0,45.76923077,2089.285714,2090,
Terraria,Melee,Sword,Slap Hand,55,20,0.19,3,165,Expert,Boss,Mechdusa,348073,10,5,,160,2175.45625,2176,
Terraria,Melee,Sword,Silver Broadsword,14,20,0.04,3,42,Master,Boss,Moon Lords Hand,47812,40,20,170,22,2173.272727,2174,
Terraria,Melee,Sword,Umbrella,10,22,0.04,2.727272727,27.27272727,Expert,Boss,Golem Head - First Form,37500,20,10,96.67,17.27272727,2171.052632,2172,
Terraria,Melee,Sword,Palm Wood Sword,8,19,0.04,3.157894737,25.26315789,Master,Boss,Spazmatism First Form,43987,10,5,129.5,20.26315789,2170.787013,2171,
Terraria,Melee,Sword,Rich Mahogany Sword,8,19,0.04,3.157894737,25.26315789,Master,Boss,Spazmatism First Form,43987,10,5,129.5,20.26315789,2170.787013,2171,
Terraria,Melee,Flail,Blue Moon,54,45,0.04,1.333333333,72,Expert,Boss,Empress of Light,98000,50,25,129.17,47,2085.106383,2086,
Terraria,Melee,Sword,True Nights Edge,70,32,0.04,1.875,131.25,Normal,Boss,Mechdusa,273000,10,5,,126.25,2162.376238,2163,
Terraria,Melee,Sword,Tin Broadsword,10,20,0.04,3,30,Master,Boss,Queen Slime,36720,26,13,210,17,2160,2160,
Terraria,Melee,Sword,Wooden Sword,7,20,0.04,3,21,Expert,Boss,Spazmatism First Form,34500,10,5,86.5,16,2156.25,2157,
Terraria,Melee,Sword,Palm Wood Sword,8,19,0.04,3.157894737,25.26315789,Expert,Boss,Prime Saw,13500,38,19,95,6.26315789,2155.462187,2156,
Terraria,Melee,Sword,Rich Mahogany Sword,8,19,0.04,3.157894737,25.26315789,Expert,Boss,Prime Saw,13500,38,19,95,6.26315789,2155.462187,2156,
Terraria,Melee,Yoyo,Wooden Yoyo,9,25,0.04,2.4,21.6,Expert,Boss,Spazmatism First Form,34500,10,5,86.5,16.6,2078.313253,2079,
Terraria,Melee,Spear,Palladium Pike,32,27,0.04,2.222222222,71.11111111,Expert,Boss,Moon Lords Core,75000,70,35,0,36.11111111,2076.923077,2077,
Terraria,Melee,Sword,Gladius,15,21,0.04,2.857142857,42.85714286,Master,Boss,Skeletron Prime,53550,36,18,178.5,24.85714286,2154.310345,2155,
Terraria,Melee,Sword,Gladius,15,21,0.04,2.857142857,42.85714286,Master,Boss,Plantera,53550,36,18,142.5,24.85714286,2154.310345,2155,
Terraria,Melee,Flail,Sunfury,64,45,0.11,1.333333333,85.33333333,Master,Boss,Empress of Light,124950,50,25,193.83,60.33333333,2070.994475,2071,
Terraria,Melee,Yoyo,Hive-Five,24,25,0.04,2.4,57.6,Expert,Boss,Moon Lord,67500,50,25,210,32.6,2070.552147,2071,
Terraria,Melee,Flail,Sunfury,64,45,0.11,1.333333333,85.33333333,Master,Boss,Duke Fishron - First Form,99000,75,37.5,251.25,47.83333333,2069.686411,2070,
Terraria,Melee,Tool,Sickle,9,24,0.04,2.5,22.5,Master,Boss,Spazmatism Second Form,17594,28,14,176,8.5,2069.882353,2070,
Terraria,Melee,Sword,Ash Wood Sword,13,17,0.04,3.529411765,45.88235294,Normal,Boss,Moon Lord,45000,50,25,105,20.88235294,2154.929578,2155,
Terraria,Melee,Sword,Tizona,55,25,0.04,2.4,132,Normal,Boss,Mechdusa,273000,10,5,,127,2149.606299,2150,
Terraria,Melee,Sword,Gold Shortsword,12,11,0.04,5.454545455,65.45454545,Normal,Boss,Duke Fishron - First Form,60000,75,37.5,120,27.95454545,2146.341464,2147,
Terraria,Melee,Yoyo,Amazon,18,25,0.04,2.4,43.2,Master,Boss,Moon Lords Hand,47812,40,20,170,23.2,2060.862069,2061,
Terraria,Melee,Sword,Platinum Broadsword,16,17,0.04,3.529411765,56.47058824,Expert,Boss,Moon Lord,67500,50,25,210,31.47058824,2144.859813,2145,
Terraria,Melee,Flail,KO Cannon,40,28,0.04,2.142857143,85.71428571,Master,Boss,Empress of Light,124950,50,25,193.83,60.71428571,2058,2059,
Terraria,Melee,Boomerang,Wooden Boomerang,10,20,0.04,3,30,Normal,Boss,Duke Fishron - First Form,60000,75,37.5,120,1,60000,60000,
Terraria,Melee,Sword,Wooden Sword,7,20,0.04,3,21,Master,Boss,Golem Head - First Form,47812,20,10,145,11,4346.545455,4347,
Terraria,Melee,Flail,KO Cannon,40,28,0.04,2.142857143,85.71428571,Master,Boss,Duke Fishron - First Form,99000,75,37.5,251.25,48.21428571,2053.333334,2054,
Terraria,Melee,Spear,North Pole,73,25,0.04,2.4,175.2,Expert,Boss,Mechdusa,348073,10,5,,170.2,2045.082256,2046,
Terraria,Melee,Sword,Stylish Scissors,14,12,0.04,5,70,Expert,Boss,Moon Lords Core,75000,70,35,0,35,2142.857143,2143,
Terraria,Melee,Flail,Flaming Mace,18,45,0.04,1.333333333,24,Expert,Boss,Golem - Second Form,22500,26,13,115,11,2045.454545,2046,
Terraria,Melee,Flail,Mace,18,45,0.04,1.333333333,24,Expert,Boss,Golem - Second Form,22500,26,13,115,11,2045.454545,2046,
Terraria,Melee,Sword,Wooden Sword,7,20,0.04,3,21,Master,Boss,Golem - Second Form,28687,26,13,172,8,3585.875,3586,
Terraria,Melee,Sword,Breathing Reed,10,27,0.04,2.222222222,22.22222222,Master,Boss,Spazmatism Second Form,17594,28,14,176,8.22222222,2139.810811,2140,
Terraria,Melee,Sword,Blue Phaseblade,26,18,0.04,3.333333333,86.66666667,Master,Boss,The Destroyer,153000,30,15,192.5,71.66666667,2134.883721,2135,
Terraria,Melee,Spear,The Rotted Fork,14,31,0.04,1.935483871,27.09677419,Expert,Boss,Queen Slime,28800,26,13,140,14.09677419,2043.020595,2044,
Terraria,Melee,Spear,Trident,14,31,0.04,1.935483871,27.09677419,Expert,Boss,Queen Slime,28800,26,13,140,14.09677419,2043.020595,2044,
Terraria,Melee,Sword,Green Phaseblade,26,18,0.04,3.333333333,86.66666667,Master,Boss,The Destroyer,153000,30,15,192.5,71.66666667,2134.883721,2135,
Terraria,Melee,Spear,Mushroom Spear,60,40,0.04,1.5,90,Master,Boss,The Destroyer,153000,30,15,192.5,75,2040,2040,
Terraria,Melee,Yoyo,Artery,17,25,0.04,2.4,40.8,Expert,Boss,Lunatic Cultist,48000,34.5,17.25,104,23.55,2038.216561,2039,
Terraria,Melee,Weapon,Terragrim,17,25,0.04,2.4,40.8,Expert,Boss,Lunatic Cultist,48000,34.5,17.25,104,23.55,2038.216561,2039,
Terraria,Melee,Boomerang,Wooden Boomerang,10,20,0.04,3,30,Normal,Boss,Moon Lords Core,50000,70,35,0,1,50000,50000,
Terraria,Melee,Spear,Orichalcum Halberd,36,25,0.04,2.4,86.4,Master,Boss,Empress of Light,124950,50,25,193.83,61.4,2035.016287,2036,
Terraria,Melee,Spear,The Rotted Fork,14,31,0.04,1.935483871,27.09677419,Master,Boss,Golem - Second Form,28687,26,13,172,14.09677419,2035.004577,2036,
Terraria,Melee,Spear,Trident,14,31,0.04,1.935483871,27.09677419,Master,Boss,Golem - Second Form,28687,26,13,172,14.09677419,2035.004577,2036,
Terraria,Melee,Sword,Orange Phaseblade,26,18,0.04,3.333333333,86.66666667,Master,Boss,The Destroyer,153000,30,15,192.5,71.66666667,2134.883721,2135,
Terraria,Melee,Sword,Purple Phaseblade,26,18,0.04,3.333333333,86.66666667,Master,Boss,The Destroyer,153000,30,15,192.5,71.66666667,2134.883721,2135,
Terraria,Melee,Sword,Red Phaseblade,26,18,0.04,3.333333333,86.66666667,Master,Boss,The Destroyer,153000,30,15,192.5,71.66666667,2134.883721,2135,
Terraria,Melee,Flail,Blue Moon,54,45,0.04,1.333333333,72,Expert,Boss,Moon Lords Core,75000,70,35,0,37,2027.027027,2028,
Terraria,Melee,Sword,White Phaseblade,26,18,0.04,3.333333333,86.66666667,Master,Boss,The Destroyer,153000,30,15,192.5,71.66666667,2134.883721,2135,
Terraria,Melee,Sword,Yellow Phaseblade,26,18,0.04,3.333333333,86.66666667,Master,Boss,The Destroyer,153000,30,15,192.5,71.66666667,2134.883721,2135,
Terraria,Melee,Sword,Ash Wood Sword,13,17,0.04,3.529411765,45.88235294,Master,Boss,Lunatic Cultist,61000,34.5,17.25,139.13,28.63235294,2130.457114,2131,
Terraria,Melee,Sword,Umbrella,10,22,0.04,2.727272727,27.27272727,Expert,Boss,Golem Head - Second Form,24000,32,16,128,11.27272727,2129.032259,2130,
Terraria,Melee,Sword,Gold Shortsword,12,11,0.04,5.454545455,65.45454545,Master,Boss,Moon Lord,86062,50,25,315,40.45454545,2127.375281,2128,
Terraria,Melee,Sword,Enchanted Sword,23,21,0.04,2.857142857,65.71428571,Normal,Boss,Duke Fishron - First Form,60000,75,37.5,120,28.21428571,2126.582279,2127,
Terraria,Melee,Sword,Muramasa,24,18,0.04,3.333333333,80,Master,Boss,Moon Lords Core,95625,70,35,0,45,2125,2125,
Terraria,Melee,Weapon,Starlight,80,18,0.14,3.333333333,266.6666667,Master,Boss,Mechdusa,530073,10,5,,261.6666667,2025.756688,2026,
Terraria,Melee,Yoyo,Rally,14,25,0.04,2.4,33.6,Master,Boss,Golem Head - First Form,47812,20,10,145,23.6,2025.932203,2026,
Terraria,Melee,Spear,Orichalcum Halberd,36,25,0.04,2.4,86.4,Master,Boss,Duke Fishron - First Form,99000,75,37.5,251.25,48.9,2024.539877,2025,
Terraria,Melee,Boomerang,Wooden Boomerang,10,20,0.04,3,30,Normal,Boss,Empress of Light,70000,50,25,96.67,5,14000,14000,
Terraria,Melee,Sword,Blade of Grass,18,25,0.04,2.4,43.2,Master,Boss,Skeletron Prime,53550,36,18,178.5,25.2,2125,2125,
Terraria,Melee,Sword,Blade of Grass,18,25,0.04,2.4,43.2,Master,Boss,Plantera,53550,36,18,142.5,25.2,2125,2125,
Terraria,Melee,Sword,Copper Broadsword,9,21,0.04,2.857142857,25.71428571,Master,Boss,Spazmatism First Form,43987,10,5,129.5,20.71428571,2123.510345,2124,
Terraria,Melee,Sword,Brand of the Inferno,85,20,0.04,3,255,Master,Boss,Mechdusa,530073,10,5,,250,2120.292,2121,
Terraria,Melee,Sword,Blood Butcherer,22,25,0.04,2.4,52.8,Normal,Boss,The Destroyer,80000,30,15,52.25,37.8,2116.402116,2117,
Terraria,Melee,Sword,Copper Shortsword,5,13,0.04,4.615384615,23.07692308,Master,Boss,Retinazer First Form,38250,10,5,114,18.07692308,2115.957446,2116,
Terraria,Melee,Sword,Enchanted Sword,23,21,0.04,2.857142857,65.71428571,Master,Boss,Moon Lord,86062,50,25,315,40.71428571,2113.803509,2114,
Terraria,Melee,Sword,Iron Shortsword,8,12,0.04,5,40,Expert,Boss,Lunatic Cultist,48000,34.5,17.25,104,22.75,2109.89011,2110,
Terraria,Melee,Sword,Flymeal,15,17,0.04,3.529411765,52.94117647,Normal,Boss,The Destroyer,80000,30,15,52.25,37.94117647,2108.527132,2109,
Terraria,Melee,Sword,Copper Shortsword,5,13,0.04,4.615384615,23.07692308,Master,Boss,Golem Fist - First Form,19125,28,14,141,9.07692308,2106.991525,2107,
Terraria,Melee,Sword,Starfury,22,20,0.04,3,66,Normal,Boss,Duke Fishron - First Form,60000,75,37.5,120,28.5,2105.263158,2106,
Terraria,Melee,Sword,Starfury,22,20,0.04,3,66,Master,Boss,Moon Lord,86062,50,25,315,41,2099.073171,2100,
Terraria,Melee,Flail,Flaming Mace,18,45,0.04,1.333333333,24,Master,Boss,Retinazer First Form,38250,10,5,114,19,2013.157895,2014,
Terraria,Melee,Flail,Mace,18,45,0.04,1.333333333,24,Master,Boss,Retinazer First Form,38250,10,5,114,19,2013.157895,2014,
Terraria,Melee,Sword,Ham Bat,57,20,0.04,3,171,Expert,Boss,Mechdusa,348073,10,5,,166,2096.825301,2097,
Terraria,Melee,Spear,Storm Spear,12,28,0.04,2.142857143,25.71428571,Expert,Boss,Prime Saw,13500,38,19,95,6.71428571,2010.638299,2011,
Terraria,Melee,Sword,Gladius,15,21,0.04,2.857142857,42.85714286,Master,Boss,Moon Lords Hand,47812,40,20,170,22.85714286,2091.775,2092,
Terraria,Melee,Spear,Adamantite Glaive,38,25,0.04,2.4,91.2,Master,Boss,The Destroyer,153000,30,15,192.5,76.2,2007.874016,2008,
Terraria,Melee,Sword,Bone Sword,16,22,0.04,2.727272727,43.63636364,Master,Boss,Skeletron Prime,53550,36,18,178.5,25.63636364,2088.829787,2089,
Terraria,Melee,Weapon,Shadow Jousting Lance,108,24,0.04,2.5,270,Master,Boss,Mechdusa,530073,10,5,,265,2000.275472,2001,
Terraria,Melee,Sword,Bone Sword,16,22,0.04,2.727272727,43.63636364,Master,Boss,Plantera,53550,36,18,142.5,25.63636364,2088.829787,2089,
Terraria,Melee,Boomerang,Wooden Boomerang,10,20,0.04,3,30,Normal,Boss,Mechdusa,273000,10,5,,25,10920,10920,
Terraria,Melee,Sword,Katana,16,22,0.19,2.727272727,43.63636364,Master,Boss,Skeletron Prime,53550,36,18,178.5,25.63636364,2088.829787,2089,
Terraria,Melee,Boomerang,Wooden Boomerang,10,20,0.04,3,30,Normal,Boss,Moon Lord,45000,50,25,105,5,9000,9000,
Terraria,Melee,Sword,Katana,16,22,0.19,2.727272727,43.63636364,Master,Boss,Plantera,53550,36,18,142.5,25.63636364,2088.829787,2089,
Terraria,Melee,Boomerang,Wooden Boomerang,10,20,0.04,3,30,Normal,Boss,The Destroyer,80000,30,15,52.25,15,5333.333333,5334,
Terraria,Melee,Sword,Mandible Blade,16,18,0.04,3.333333333,53.33333333,Normal,Boss,The Destroyer,80000,30,15,52.25,38.33333333,2086.956522,2087,
Terraria,Melee,Sword,Pearlwood Sword,11,21,0.04,2.857142857,31.42857143,Normal,Boss,Skeletron Prime,28000,36,18,70.5,13.42857143,2085.106383,2086,
Terraria,Melee,Sword,Palm Wood Sword,8,19,0.04,3.157894737,25.26315789,Master,Boss,Prime Vice,17212,34,17,132,8.26315789,2082.980893,2083,
Terraria,Melee,Boomerang,Wooden Boomerang,10,20,0.04,3,30,Normal,Boss,Lunatic Cultist,32000,34.5,17.25,64.5,12.75,2509.803922,2510,
Terraria,Melee,Sword,Rich Mahogany Sword,8,19,0.04,3.157894737,25.26315789,Master,Boss,Prime Vice,17212,34,17,132,8.26315789,2082.980893,2083,
Terraria,Melee,Sword,Umbrella,10,22,0.04,2.727272727,27.27272727,Master,Boss,Prime Saw,17212,38,19,142,8.27272727,2080.571429,2081,
Terraria,Melee,Boomerang,Wooden Boomerang,10,20,0.04,3,30,Normal,Boss,Plantera,30000,36,18,52.5,12,2500,2500,
Terraria,Melee,Sword,Falcon Blade,25,20,0.04,3,75,Expert,Boss,Duke Fishron - First Form,78000,75,37.5,167.5,37.5,2080,2080,
Terraria,Melee,Sword,Death Sickle,57,25,0.04,2.4,136.8,Normal,Boss,Mechdusa,273000,10,5,,131.8,2071.320182,2072,
Terraria,Melee,Sword,The Horsemans Blade,75,26,0.04,2.307692308,173.0769231,Expert,Boss,Mechdusa,348073,10,5,,168.0769231,2070.914874,2071,
Terraria,Melee,Spear,The Rotted Fork,14,31,0.04,1.935483871,27.09677419,Master,Boss,Spazmatism First Form,43987,10,5,129.5,22.09677419,1990.652555,1991,
Terraria,Melee,Spear,Trident,14,31,0.04,1.935483871,27.09677419,Master,Boss,Spazmatism First Form,43987,10,5,129.5,22.09677419,1990.652555,1991,
Terraria,Melee,Sword,Breaker Blade,43,29,0.04,2.068965517,88.96551724,Master,Boss,The Destroyer,153000,30,15,192.5,73.96551724,2068.531469,2069,
Terraria,Melee,Sword,Exotic Scimitar,20,18,0.04,3.333333333,66.66666667,Master,Boss,Moon Lord,86062,50,25,315,41.66666667,2065.488,2066,
Terraria,Melee,Sword,Blade of Grass,18,25,0.04,2.4,43.2,Master,Boss,Moon Lords Hand,47812,40,20,170,23.2,2060.862069,2061,
Terraria,Melee,Sword,Exotic Scimitar,20,18,0.04,3.333333333,66.66666667,Normal,Boss,Duke Fishron - First Form,60000,75,37.5,120,29.16666667,2057.142857,2058,
Terraria,Melee,Sword,Adamantite Sword,61,21,0.04,2.857142857,174.2857143,Expert,Boss,Mechdusa,348073,10,5,,169.2857143,2056.127426,2057,
Terraria,Melee,Tool,Staff of Regrowth,7,25,0.04,2.4,16.8,Expert,Boss,Prime Cannon,10500,23,11.5,100.5,5.3,1981.132075,1982,
Terraria,Melee,Sword,Wooden Sword,7,20,0.04,3,21,Expert,Boss,Golem Head - First Form,37500,20,10,96.67,11,3409.090909,3410,
Terraria,Melee,Spear,Storm Spear,12,28,0.04,2.142857143,25.71428571,Master,Boss,Prime Vice,17212,34,17,132,8.71428571,1975.147542,1976,
Terraria,Melee,Sword,Boreal Wood Sword,8,20,0.04,3,24,Expert,Boss,Golem - Second Form,22500,26,13,115,11,2045.454545,2046,
Terraria,Melee,Sword,Tungsten Broadsword,14,19,0.04,3.157894737,44.21052632,Master,Boss,Skeletron Prime,53550,36,18,178.5,26.21052632,2043.072289,2044,
Terraria,Melee,Sword,Tungsten Broadsword,14,19,0.04,3.157894737,44.21052632,Master,Boss,Plantera,53550,36,18,142.5,26.21052632,2043.072289,2044,
Terraria,Melee,Yoyo,Wooden Yoyo,9,25,0.04,2.4,21.6,Expert,Boss,Golem Fist - First Form,15000,28,14,94,7.6,1973.684211,1974,
Terraria,Melee,Tool,Sickle,9,24,0.04,2.5,22.5,Expert,Boss,Spazmatism First Form,34500,10,5,86.5,17.5,1971.428571,1972,
Terraria,Melee,Sword,Bladed Glove,12,8,0.04,7.5,90,Master,Boss,The Destroyer,153000,30,15,192.5,75,2040,2040,
Terraria,Melee,Spear,Dark Lance,34,22,0.04,2.727272727,92.72727273,Master,Boss,The Destroyer,153000,30,15,192.5,77.72727273,1968.421053,1969,
Terraria,Melee,Boomerang,Wooden Boomerang,10,20,0.04,3,30,Normal,Boss,Moon Lords Hand,25000,40,20,70,10,2500,2500,
